JIVDATE,INCIDENTSITE,IMAGES1,CLEANUPCOMPLETED,TERRAIN,COMMENTS,month,DATEREPORTED,SPILLVOLUME,JIVREPORT,year,CAUSE
12-Apr-11,Akaso Well 3L Flowline at Akaso,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/647043_Akaso_Well_3LFlowline_at_Akaso_Photos.pdf,No recoverable oil was found on site. Cleanup of residual impacted area completed on 15th April 2011.,Swamp,Post Cleanup Inspection completed on 7th June 2011.,april,11-Apr-11,1.9,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/647043_Akaso_Well_3L_Flowline_at_Akaso_JIV.pdf,2011,Sabotage/Theft
28-Apr-11,Nembe Creek 2 Flow Station at Nembe,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/649293_Nembecreek_2_flowstation_at_Elesuo_Photos.pdf,No recoverable oil was found on site.,Water,The JIV was conducted on two separate days - 20th April 2011 and 28th April 2011. The first JIV on the 20th was inconclusive and a reconvened JIV on 28th April 2011 concluded that no further cleanup action was required. Closed.,april,17-Apr-11,78.1,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/649293_Nembecreek_2_flowstation_at_Elesuo_JIV.pdf,2011,Operational
21-Apr-11,Rumuekpe Flow Station at Rumuekpe,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/650026_Rumuekpe_flow_station_Photos.pdf,No recoverable oil was found on site. Cleanup of residual impacted area completed on 21st April 2011.,Land,Post Cleanup Inspection completed on 10th June 2011.,april,19-Apr-11,1,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/650026_Rumuekpe_flow_station_JIV_Report.pdf,2011,Operational
24-Apr-11,"12"" Imo 2 - Ogale Pipeline at Owaza",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/651139_12in_Imo_2_Ogale_Pipeline_at_Owaza_Photos.pdf,Recovery of spilled volume completed on 24th April 2011. Cleanup of residual impacted area commenced on 9th May 2011 and completed on 16th May 2011.,Land,Post cleanup inspection completed on 2nd June 2011.,april,23-Apr-11,4.7,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/651139_12in_Imo_2-Ogale_Pipeline_at_Owaza_JIV_Report.pdf,2011,Sabotage/Theft
29-Apr-11,KoloCreek Well 21T flowline at KoloCreek,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/651318_KOCR_W21T_flowline_at_Kolocreek_Photos.pdf,Recovery of spilled volume completed on 3rd May 2011. Cleanup of residual impacted areas completed on 9th May  2011.,Swamp,Post cleanup inspection completed on 2nd June 2011.,april,24-Apr-11,3,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/651318_KOCR_W21T_flowline_at_Kolocreek_JIV.pdf,2011,Sabotage/Theft
10-May-11,Oguta Well 17L at Oguta,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/652696_Oguta_Well17L_flowline_at_Otuweneke-Umuayata_Photos.pdf,No recoverable oil was found on site. Spill impact observed as stains on vegetation at the location. Cleanup completed on 21st May 2011,Land,"JIV was first conducted on 3rd May 2011, but the cause of spill could not be ascertained as the leak point had been clamped to prevent stealing of the pipeline.  A second JIV which incorporated exposure of the leak point to establish cause, was held on 10th May 2011. Post Cleanup Inspection completed on 22nd July 2011.",april,27-Apr-11,0.1,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/652696_Oguta_Well17L_flowline_at_Otuweneke-Umuayata_JIV.pdf,2011,Sabotage/Theft
29-Apr-11,"36"" Rumuekpe-Nkpoku Pipeline @ Aluu",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/653037_36_Inch_Rumuekpe_Nkpoku_Pipeline_at_Aluu_Photos.pdf,No recoverable oil was found on site.  Cleanup of residual impacted areas completed on 1st June 2011.,Land,Post Cleanup Inspection completed on 10th June 2011.,april,28-Apr-11,6.6,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/653037_36_Inch_Rumuekpe_Nkpoku_Pipeline_at_Aluu_JIV.pdf,2011,Sabotage/Theft
4-May-11,Akaso Well  13L Flowline at Akaso,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/653149_W13L_wellhead_flowline_at_Akaso_Photos.pdf,No recoverable oil was found on site.  Cleanup of  residual impacted areas completed on 1st June 2011,Swamp,Post Cleanup Inspection completed on 5th August 2011.,april,28-Apr-11,1,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/653149_W13L_wellhead_flowline_at_Akaso_JIV.pdf,2011,Sabotage/Theft
19-May-11,24'' Trans Ramos Pipeline Right of Way at Odimodi,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/655576_24in_TransRamos_pipeline_at_Odimodi_Photos.pdf,No oil  was found on site.,Swamp,JIV confirmed presence of multiple illegal bunkering points welded on the pipeline. JIV report also confirms no further action required. Closed.,april,29-Apr-11,0,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/655576_24in_TransRamos_pipeline_at_Odimodi_JIV.pdf,2011,Sabotage/Theft
JIVDATE,INCIDENTSITE,IMAGES1,CLEANUPCOMPLETED,TERRAIN,COMMENTS,month,DATEREPORTED,SPILLVOLUME,JIVREPORT,year,CAUSE
8-May-11,"24"" Alakiri-Bonny GPHSL at Creek 6 and Kalibiama",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/655645_24in_Alakiri_Bonny_pipeline_at_Bonny_Photos.pdf,No recoverable oil was found on site.  Cleanup of residual impacted area completed on 8th July 2011.,Swamp,"The JIV spanned 2 days, 7th and 8th May 2011 covering two points at Creek 6 and Kalibiama. In both cases, the pipeline had been subjected to mechanical grinding, resulting in severe loss of wall thickness and failure during operational hydro testing. Post Cleanup Inspection completed on 7th October 2011. ",may,3-May-11,0.1,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/655645_24in_Alakiri_Bonny_pipeline_at_Bonny_JIV.pdf,2011,Sabotage/Theft
8-May-11,"18"" Assa - Rumuekpe Pipeline at Egbeda",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/657132_18in_Assa_Rumuekpe_Pipeline_at_Egbeda_Photos.pdf,Recovery of spilled volume completed on 9th May 2011. Cleanup of residual impacted area completed on 8th July 2011.,Land,Post Cleanup Inspection completed on 21st July 2011.,may,6-May-11,5,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/657132_18in_Assa_Rumuekpe_Pipeline_at_Egbeda_JIV.pdf,2011,Sabotage/Theft
10-May-11,Apara Well 3 Location at Apara.,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/657417_Apara_Well3T_wellhead_at_Rumuola_Photos.pdf,Recovery of spilled oil completed on 10th May 2011.,Land,Freedom to Operate (FTO) granted by Apara community and cleanup of residual impacted area was completed on 28th June 2011. Post Cleanup Inspection completed on 13th July 2011.,may,8-May-11,1.5,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/657417_Apara_Well3T_wellhead_at_Rumuola_JIV.pdf,2011,Sabotage/Theft
12-May-11,"10""  Ekulama 1 Pipeline  at  Free Town",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/657747_10in_Ekulama1_pipeline_at_Freetown_Photos.pdf,Recovery of spilled volume commenced on 12th May 2011 and was completed on 18th May 2011. Cleanup of residual impacted area commenced on 15th September 2011 and was completed on 29th October 2011.,Swamp / Water,Delay in the clean up of residual impacted areas was due to issues on community contracting. Post cleanup inspection completed on 3rd November 2011.,may,9-May-11,150,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/657747_10in_Ekulama1_pipeline_at_Freetown_JIV.pdf,2011,Operational
12-May-11,"12"" Imo River Pipeline at Owaza",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/658912_12in_ImoRiver_Pipeline_at_Owaza_Photos.pdf,Recovery of spilled volume completed on 13th May 2011. Cleanup of residual impacted area commenced on 16th May 2011 and was completed on 18th May 2011.,Land,Post Cleanup Inspection completed on 10th June 2011.,may,11-May-11,26.5,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/658912_12in_ImoRiver_Pipeline_at_Owaza_JIV.pdf,2011,Sabotage/Theft
18-May-11,"10"" Diebu Creek - Nun River Pipeline at Onyioma",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/659017_10in_DiebuCreek-NunRiver_pipeline_at_NunRiver_Photos.pdf,Recovery of spilled volume commenced on 23rd May 2011 and was completed on 28th July 2011. Clean up of residual impacted area completed on 19th September 2011.,Swamp,"Recovery  took longer than envisaged due to the difficult terrain, rainy season and increased work scope.  Initial volume of spill estimated during JIV of 18th May 2011 was 119.6 bbls. However, 138 bbls of oil was subsequently recovered, resulting in a restated volume of 197.1 bbls. Restated volume has been communicated to the Regulators as per statutory requirement. Post Cleanup Inspection completed on 27th March 2012.",may,11-May-11,197.1,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/659017_10in_DiebuCreek-NunRiver_pipeline_at_NunRiver_JIV.pdf,2011,Sabotage/Theft
14-May-11,"36""  Rumuekpe - Nkpoku Pipeline at Rumuekpe",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/659695_Rumuekpe-Npoku_pipeline_at_Rumuekpe_Photos.pdf,Recovery of spilled volume completed on 14th May 2011. Cleanup of residual impacted area completed on 4th June 2011.,Land,Post Cleanup Inspection completed on 10th June 2011.,may,13-May-11,7,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/659695_Rumuekpe-Npoku_pipeline_at_Rumuekpe_JIV.pdf,2011,Sabotage/Theft
19-May-11,Awoba North West Well1 L/S Flowline at Awoba,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/660107_Awoba_NorthWest_Well1LS_flowline_at_Boro_Photos.pdf,No recoverable oil was found on site due to tidal overflow. Clean up of residual impacted area completed on 22nd July 2011.,Swamp,Post Cleanup inspection completed on 10th August 2011.,may,15-May-11,10,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/660107_Awoba_NorthWest_Well1LS_flowline_at_Boro_JIV.pdf,2011,Operational
17-May-11,"18"" Assa - Rumuekpe Pipeline @ Egbeda",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/660366_18in_Assa-Rumuekpe_Pipeline_at_Egbeda_Photos.pdf,Recovery of spilled volume completed on 17th May 2011. Cleanup of residual impacted area completed on 9th July 2011.,Land,Post Cleanup Inspection completed on 20th July 2011.,may,16-May-11,2.6,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/660366_18in_Assa-Rumuekpe_pipeline_at_Egbeda_JIV.pdf,2011,Sabotage/Theft
18-May-11,Cawthorne Channel Well 29T Flowline at Cawthorne Channel,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/660628_CawthorneChannel_Well29T_flowline_at_Mbiama_Photos.pdf,No recoverable oil was found on site.Cleanup of residual impacted area completed on 13th July 2011.,Swamp,Post Cleanup Inspection completed on 5th August 2011.,may,16-May-11,2.4,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/660628_CawthorneChannel_Well29T_flowline_at_Mbiama_JIV.pdf,2011,Operational
19-May-11,"6"" Awoba Pipeline at Awoba",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/661190_6in_Awoba_deliveryline_at_Bille_Photos.pdf,No recoverable oil was found on site. No cleanup required.,Swamp,Post Cleanup inspection completed on 10th August 2011.,may,18-May-11,0.001,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/661190_6in_Awoba_deliveryline_at_Bille_JIV.pdf,2011,Operational
24-May-11,Nembe Well 20L at Nembe Creek,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/661328_Well20L_wellhead_at_Nembe_Photos.pdf,No recoverable oil was found on site due to tidal overflow. Cleanup of residual impacted area completed on 16th October 2011.,Swamp,"Overall schedule considers community contracting, onset of the rainy season and difficulty of work terrain. Post Cleanup Inspection completed on 3rd November 2011.",may,18-May-11,22,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/661328_Well20L_wellhead_at_Nembe_JIV.pdf,2011,Operational
15-Jun-11,Bonny Well 12S Flowline,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/663845_Bonny-Oloma_Well12S_flowline_at_Oloma_Photos.pdf,No recoverable oil was found on site. Cleanup of residual impacted area completed on 27th July 2011.,Swamp,Minor leak (bubbles) was detected during re-start of the well. Well was immediately shut in. Initial two attempts at JIV (26th May and 13th June 2011) could not access the leak point. JIV finally completed on 15th June 2011. Post Cleanup inspection completed on 26th September 2011. Delay to completion of inspection due to logistic challenges in the area.,may,25-May-11,1,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/663845_Bonny-Oloma_Well12S_flowline_at_Oloma_JIV.pdf,2011,Sabotage/Theft
JIVDATE,INCIDENTSITE,IMAGES1,CLEANUPCOMPLETED,TERRAIN,COMMENTS,month,DATEREPORTED,SPILLVOLUME,JIVREPORT,year,CAUSE
7-Jun-11,10'' Utorgu-UPS Pipeline at Iwhrekan,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/668086_10in_Utorogu-UPS_trunkline_at_Iwhrekan_Photos.pdf,Recovery of spilled volume completed on 12th June 2011. Clean up of residual impacted area commenced on 19th September 2011 and was completed on 1st November 2011.,Land,Replacement of failed section completed on 11th June 2011.  Post cleanup inspection completed on 4th November 2011.,june,2-Jun-11,49.16,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/668086_10in_Utorogu-UPS_trunkline_at_Iwhrekan_JIV.pdf,2011,Operational
10-Jun-11,Obigbo Well 28 Flowline at Obigbo,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/670232_Obigbo_Well28LS_flowline_at_Imea_Photos.pdf,Recovery of spilled volume completed on 14th June 2011. Cleanup of residual impacted area completed on 27th June 2011.,Land,Post Cleanup Inspection  completed on 13th July 2011.,june,8-Jun-11,5.2,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/670232_Obigbo_Well28LS_flowline_at_Imea_JIV.pdf,2011,Sabotage/Theft
9-Jun-11,"12"" Imo River 1 Ogale Pipeline at Owaza",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/670188_12in_ImoRiver1-Ogale_pipeline_at_Owaza_Photos.pdf,Recovery of spilled volume completed on 9th June 2011. Cleanup of residual impacted area completed on 13th July 2011.,Land,Post Cleanup Inspection  completed on 19th July 2011.,june,8-Jun-11,4.5,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/670188_12in_ImoRiver1-Ogale_pipeline_at_Owaza_JIV.pdf,2011,Sabotage/Theft
13-Jun-11,"10"" Ekulama 2  Pipeline at Ekulama",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/670756_10in_Ekulama2_deliveryline_at_Ekulama_Photos.pdf,No recoverable oil was found on site due to tidal overflow. Cleanup of residual impacted area commenced on 15th September 2011 and was completed on 29th October 2011.,Swamp / Water,"Overall schedule considers community contracting, the onset of the rainy season and difficulty of work terrain. Post cleanup inspection completed on 4th November 2011.",june,9-Jun-11,15,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/670756_10in_Ekulama2_deliveryline_at_Ekulama_JIV.pdf,2011,Operational
15-Jun-11,"6"" Imo River Well 59 Flowline at Well Head",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/670867_6in_ImoRiver_Well59T_flowline_at_Igiriukwu_Photos.pdf,RRecovery of spilled volume completed on 15th June 2011. Cleanup of residual impacted area completed on 13th October 2011.,Land,Post Cleanup Inspection completed on 21st February 2012.,june,9-Jun-11,9.2,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/670867_6in_ImoRiver_Well59T_flowline_at_Igiriukwu_JIV.pdf,2011,Sabotage/Theft
